"AGENCY_CODE","AGENCY","STATE_NAME","RECFIN_YEAR","AREA","RECFIN_SPECIES_CODE","AGENCY_SPECIES_NAME","SPECIES_NAME","SCIENTIFIC_NAME","PFMC_FISHERY_MANAGEMENT_PLAN","SPECIES_GROUP_NAME","STOCK_COMPLEX_NAME","PACFIN_SPECIES_CODE","RETAINED_NUM","RECFIN_VDATE"
53,"W","WASHINGTON",1975,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",12,"03/06/2025"
53,"W","WASHINGTON",1975,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",763,"03/06/2025"
53,"W","WASHINGTON",1975,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",618,"03/06/2025"
53,"W","WASHINGTON",1976,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1130,"03/06/2025"
53,"W","WASHINGTON",1976,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",324,"03/06/2025"
53,"W","WASHINGTON",1980,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",50,"03/06/2025"
53,"W","WASHINGTON",1980,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",12,"03/06/2025"
53,"W","WASHINGTON",1980,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",246,"03/06/2025"
53,"W","WASHINGTON",1980,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",565,"03/06/2025"
53,"W","WASHINGTON",1977,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",5,"03/06/2025"
53,"W","WASHINGTON",1977,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",162,"03/06/2025"
53,"W","WASHINGTON",1977,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",2194,"03/06/2025"
53,"W","WASHINGTON",1977,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",630,"03/06/2025"
53,"W","WASHINGTON",1978,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",77,"03/06/2025"
53,"W","WASHINGTON",1978,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",51,"03/06/2025"
53,"W","WASHINGTON",1978,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",976,"03/06/2025"
53,"W","WASHINGTON",1978,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",376,"03/06/2025"
53,"W","WASHINGTON",1981,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",7,"03/06/2025"
53,"W","WASHINGTON",1981,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",954,"03/06/2025"
53,"W","WASHINGTON",1981,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",16,"03/06/2025"
53,"W","WASHINGTON",1981,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",646,"03/06/2025"
53,"W","WASHINGTON",1982,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",482,"03/06/2025"
53,"W","WASHINGTON",1982,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",455,"03/06/2025"
53,"W","WASHINGTON",1982,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",785,"03/06/2025"
53,"W","WASHINGTON",1982,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",610,"03/06/2025"
53,"W","WASHINGTON",1983,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1254,"03/06/2025"
53,"W","WASHINGTON",1983,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",786,"03/06/2025"
53,"W","WASHINGTON",1983,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1165,"03/06/2025"
53,"W","WASHINGTON",1988,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",241,"03/06/2025"
53,"W","WASHINGTON",1988,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1658,"03/06/2025"
53,"W","WASHINGTON",1988,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",270,"03/06/2025"
53,"W","WASHINGTON",1988,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1788,"03/06/2025"
53,"W","WASHINGTON",1989,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",244,"03/06/2025"
53,"W","WASHINGTON",1989,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1446,"03/06/2025"
53,"W","WASHINGTON",1989,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",206,"03/06/2025"
53,"W","WASHINGTON",1989,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",5084,"03/06/2025"
53,"W","WASHINGTON",1985,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",863,"03/06/2025"
53,"W","WASHINGTON",1985,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1001,"03/06/2025"
53,"W","WASHINGTON",1985,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",28,"03/06/2025"
53,"W","WASHINGTON",1985,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",2241,"03/06/2025"
53,"W","WASHINGTON",1984,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1903,"03/06/2025"
53,"W","WASHINGTON",1984,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",3530,"03/06/2025"
53,"W","WASHINGTON",1986,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",155,"03/06/2025"
53,"W","WASHINGTON",1986,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1119,"03/06/2025"
53,"W","WASHINGTON",1986,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",15,"03/06/2025"
53,"W","WASHINGTON",1986,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",2728,"03/06/2025"
53,"W","WASHINGTON",1987,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1017,"03/06/2025"
53,"W","WASHINGTON",1987,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1563,"03/06/2025"
53,"W","WASHINGTON",1987,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",68,"03/06/2025"
53,"W","WASHINGTON",1987,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",2400,"03/06/2025"
53,"W","WASHINGTON",1967,1,8826010134,"RASPHEAD RF","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",4,"03/06/2025"
53,"W","WASHINGTON",1967,2,8826010134,"RASPHEAD RF","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",248,"03/06/2025"
53,"W","WASHINGTON",1967,3,8826010134,"RASPHEAD RF","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",49,"03/06/2025"
53,"W","WASHINGTON",1967,4,8826010134,"RASPHEAD RF","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",480,"03/06/2025"
53,"W","WASHINGTON",1970,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",3,"03/06/2025"
53,"W","WASHINGTON",1973,1,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",5,"03/06/2025"
53,"W","WASHINGTON",1970,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",33,"03/06/2025"
53,"W","WASHINGTON",1972,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",80,"03/06/2025"
53,"W","WASHINGTON",1973,2,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",38,"03/06/2025"
53,"W","WASHINGTON",1972,3,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",21,"03/06/2025"
53,"W","WASHINGTON",1968,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",152,"03/06/2025"
53,"W","WASHINGTON",1969,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",372,"03/06/2025"
53,"W","WASHINGTON",1970,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",534,"03/06/2025"
53,"W","WASHINGTON",1972,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1079,"03/06/2025"
53,"W","WASHINGTON",1973,4,8826010134,"YELLOWEYE ROCKFISH","YELLOWEYE ROCKFISH","SEBASTES RUBERRIMUS","GROUNDFISH","ROCKFISH","SHELF ROCKFISH","YEYE",1443,"03/06/2025"